"ZIP
Code",erap_fmr_br0,erap_fmr_br1,erap_fmr_br2,erap_fmr_br3,erap_fmr_br4,year,,,
98138,1550,1630,1940,2740,3230,2021,,,
98139,1550,1630,1940,2740,3230,2021,,,
98144,1500,1580,1890,2700,3180,2021,,,
98145,1550,1630,1940,2740,3230,2021,,,
98146,1470,1570,1890,2700,3180,2021,,,
98148,1470,1570,1890,2700,3180,2021,,,
98154,1550,1630,1940,2740,3230,2021,,,
98155,1530,1610,1920,2700,3180,2021,,,
98158,1550,1630,1940,2740,3230,2021,,,
98161,1550,1630,1940,2710,3200,2021,,,
98164,1530,1610,1930,2750,3240,2021,,,
98165,1550,1630,1940,2740,3230,2021,,,
98166,1470,1570,1890,2700,3180,2021,,,
98168,1470,1570,1890,2700,3180,2021,,,
98170,1550,1630,1940,2710,3200,2021,,,
98174,1550,1630,1940,2740,3230,2021,,,
98175,1550,1630,1940,2740,3230,2021,,,
98177,1530,1640,1980,2810,3320,2021,,,
98178,1470,1570,1890,2700,3180,2021,,,
98185,1550,1630,1940,2710,3200,2021,,,
98188,1470,1570,1890,2700,3180,2021,,,
98194,1550,1630,1940,2740,3230,2021,,,
98195,1700,1790,2140,3050,3600,2021,,,
98198,1470,1570,1890,2700,3180,2021,,,
98199,1590,1670,2010,2870,3370,2021,,,
98201,1470,1570,1890,2700,3180,2021,,,
98203,1470,1570,1890,2700,3180,2021,,,
98204,1470,1570,1890,2700,3180,2021,,,
98205,1680,1800,2160,3080,3630,2021,,,
98206,1470,1570,1890,2700,3180,2021,,,
98207,1470,1570,1890,2700,3180,2021,,,
98208,1470,1570,1890,2700,3180,2021,,,
98213,1470,1570,1890,2700,3180,2021,,,
98223,1470,1570,1890,2700,3180,2021,,,
98224,1470,1570,1890,2700,3180,2021,,,
98241,1470,1570,1890,2700,3180,2021,,,
98251,1470,1570,1890,2700,3180,2021,,,
98252,1470,1570,1890,2700,3180,2021,,,
98256,1470,1570,1890,2700,3180,2021,,,
98258,1700,1790,2130,3030,3570,2021,,,
98259,1470,1570,1890,2700,3180,2021,,,
98270,1470,1570,1890,2700,3180,2021,,,
98271,1490,1600,1920,2740,3230,2021,,,
98272,1470,1570,1890,2700,3180,2021,,,
98275,1690,1780,2130,3030,3570,2021,,,
98282,1470,1570,1890,2700,3180,2021,,,
98287,1470,1570,1890,2700,3180,2021,,,
98288,1470,1570,1890,2700,3180,2021,,,
98290,1470,1570,1890,2700,3180,2021,,,
98291,1470,1570,1890,2700,3180,2021,,,
98292,1470,1570,1890,2700,3180,2021,,,
98293,1470,1570,1890,2700,3180,2021,,,
98294,1510,1620,1950,2780,3270,2021,,,
98296,1930,2030,2420,3440,4050,2021,,,
98354,1470,1570,1890,2700,3180,2021,,,
98422,1470,1570,1890,2700,3180,2021,,,
98001,1840,1970,2380,3390,4000,2020,,,
98002,1360,1450,1750,2500,2940,2020,,,
98003,1410,1510,1820,2590,3060,2020,,,
98004,2440,2610,3150,4490,5290,2020,,,
98005,1930,2060,2490,3550,4180,2020,,,
98006,2220,2380,2870,4090,4820,2020,,,
98007,2040,2180,2630,3750,4420,2020,,,
98008,1900,2030,2450,3490,4110,2020,,,
98009,1650,1770,2130,3040,3580,2020,,,
98010,1500,1610,1940,2770,3260,2020,,,
98011,1780,1910,2300,3280,3860,2020,,,
98012,1810,1940,2340,3340,3930,2020,,,
98014,1500,1610,1940,2770,3260,2020,,,
98015,1650,1770,2130,3040,3580,2020,,,
98019,1780,1910,2300,3280,3860,2020,,,
98020,1670,1780,2150,3070,3610,2020,,,
98021,2010,2160,2600,3710,4370,2020,,,
98022,1280,1410,1710,2460,2910,2020,,,
98023,1470,1580,1900,2710,3190,2020,,,
98024,1370,1470,1770,2520,2970,2020,,,
98025,1650,1770,2130,3040,3580,2020,,,
98026,1530,1630,1970,2810,3310,2020,,,
98027,1860,1990,2400,3420,4030,2020,,,
98028,1600,1710,2060,2940,3460,2020,,,
98029,2400,2570,3100,4420,5210,2020,,,
98030,1440,1540,1860,2650,3120,2020,,,
98031,1420,1520,1830,2610,3070,2020,,,
98032,1450,1550,1870,2670,3140,2020,,,
98033,2200,2360,2840,4050,4770,2020,,,
98034,1890,2020,2440,3480,4100,2020,,,
98035,1650,1770,2130,3040,3580,2020,,,
98036,1450,1550,1870,2670,3140,2020,,,
98037,1530,1630,1970,2810,3310,2020,,,
98038,2100,2250,2710,3860,4550,2020,,,
98039,2190,2350,2830,4030,4750,2020,,,
98040,2240,2400,2890,4120,4850,2020,,,
98041,1650,1770,2130,3040,3580,2020,,,
98042,1930,2060,2490,3550,4180,2020,,,
98043,1590,1700,2050,2920,3440,2020,,,
98045,1730,1850,2230,3180,3740,2020,,,
98046,1550,1660,2000,2850,3360,2020,,,
98047,1340,1440,1730,2470,2910,2020,,,
98050,1700,1820,2190,3120,3680,2020,,,
98051,1870,2000,2410,3440,4050,2020,,,
98052,2120,2270,2740,3910,4600,2020,,,
98053,2150,2310,2780,3960,4670,2020,,,
98055,1750,1870,2260,3220,3790,2020,,,
98056,1570,1680,2030,2890,3410,2020,,,
98057,1480,1580,1910,2720,3210,2020,,,
98058,1640,1760,2120,3020,3560,2020,,,
98059,1730,1850,2230,3180,3740,2020,,,
98062,1650,1770,2130,3040,3580,2020,,,
98063,1650,1770,2130,3040,3580,2020,,,
98064,1650,1770,2130,3040,3580,2020,,,
98065,2270,2430,2930,4180,4920,2020,,,
98068,1650,1770,2130,3040,3580,2020,,,
98070,1470,1580,1900,2710,3190,2020,,,
98071,1650,1770,2130,3040,3580,2020,,,
98072,1810,1940,2340,3340,3930,2020,,,
98073,1650,1770,2130,3040,3580,2020,,,
98074,2440,2610,3150,4490,5290,2020,,,
98075,2440,2610,3150,4490,5290,2020,,,
98077,2440,2610,3150,4490,5290,2020,,,
98082,1550,1660,2000,2850,3360,2020,,,
98083,1650,1770,2130,3040,3580,2020,,,
98087,1640,1760,2120,3020,3560,2020,,,
98089,1650,1770,2130,3040,3580,2020,,,
98092,1540,1660,2030,2890,3430,2020,,,
98093,1650,1770,2130,3040,3580,2020,,,
98101,2440,2610,3150,4490,5290,2020,,,
98102,2130,2280,2750,3920,4620,2020,,,
98103,1990,2130,2570,3660,4320,2020,,,
98104,1660,1770,2140,3050,3590,2020,,,
98105,1820,1950,2350,3350,3950,2020,,,
98106,1500,1610,1940,2770,3260,2020,,,
98107,1930,2060,2490,3550,4180,2020,,,
98108,1310,1410,1710,2460,2910,2020,,,
98109,2330,2500,3010,4290,5050,2020,,,
98111,1650,1770,2130,3040,3580,2020,,,
98112,1790,1920,2310,3290,3880,2020,,,
98113,1650,1770,2130,3040,3580,2020,,,
98114,1650,1770,2130,3040,3580,2020,,,
98115,1930,2060,2490,3550,4180,2020,,,
98116,1780,1910,2300,3280,3860,2020,,,
98117,1870,2000,2410,3440,4050,2020,,,
98118,1400,1500,1810,2580,3040,2020,,,
98119,2070,2210,2670,3810,4480,2020,,,
98121,2440,2610,3150,4490,5290,2020,,,
98122,1910,2050,2470,3520,4150,2020,,,
98124,1650,1770,2130,3040,3580,2020,,,
98125,1670,1780,2150,3070,3610,2020,,,
98126,1570,1680,2020,2880,3390,2020,,,
98127,1650,1770,2130,3040,3580,2020,,,
98133,1600,1710,2060,2940,3460,2020,,,
98134,1550,1660,2000,2850,3360,2020,,,
98136,1590,1700,2050,2920,3440,2020,,,
98138,1650,1770,2130,3040,3580,2020,,,
98139,1650,1770,2130,3040,3580,2020,,,
98144,1590,1700,2050,2920,3440,2020,,,
98145,1650,1770,2130,3040,3580,2020,,,
98146,1400,1500,1810,2580,3040,2020,,,
98148,1360,1460,1760,2510,2960,2020,,,
98154,1650,1770,2130,3040,3580,2020,,,
98155,1620,1730,2090,2980,3510,2020,,,
98158,1650,1770,2130,3040,3580,2020,,,
98164,1660,1770,2140,3050,3590,2020,,,
98165,1650,1770,2130,3040,3580,2020,,,
98166,1280,1410,1710,2460,2910,2020,,,
98168,1460,1570,1890,2690,3170,2020,,,
98174,1650,1770,2130,3040,3580,2020,,,
98175,1650,1770,2130,3040,3580,2020,,,
98177,1700,1820,2190,3120,3680,2020,,,
98178,1530,1640,1980,2820,3320,2020,,,
98188,1380,1480,1780,2540,2990,2020,,,
98194,1650,1770,2130,3040,3580,2020,,,
98195,1840,1970,2370,3380,3990,2020,,,
98198,1500,1600,1930,2750,3240,2020,,,
98199,1730,1850,2230,3180,3740,2020,,,
98201,1280,1410,1710,2460,2910,2020,,,
98203,1360,1450,1750,2500,2940,2020,,,
98204,1450,1550,1870,2670,3140,2020,,,
98205,1860,1990,2400,3420,4030,2020,,,
98206,1550,1660,2000,2850,3360,2020,,,
98207,1280,1410,1710,2460,2910,2020,,,
98208,1580,1690,2040,2910,3430,2020,,,
98213,1550,1660,2000,2850,3360,2020,,,
98223,1560,1670,2010,2870,3370,2020,,,
98224,1280,1410,1710,2460,2910,2020,,,
98241,1280,1410,1710,2460,2910,2020,,,
98251,1390,1490,1800,2570,3020,2020,,,
98252,1610,1720,2080,2970,3490,2020,,,
98256,1280,1410,1710,2460,2910,2020,,,
98258,1830,1960,2360,3360,3960,2020,,,
98259,1550,1660,2000,2850,3360,2020,,,
98270,1390,1490,1800,2570,3020,2020,,,
98271,1650,1770,2130,3040,3580,2020,,,
98272,1530,1630,1970,2810,3310,2020,,,
98275,1830,1960,2360,3360,3960,2020,,,
98282,1550,1660,2000,2850,3360,2020,,,
98287,1550,1660,2000,2850,3360,2020,,,
98288,1290,1420,1730,2490,2940,2020,,,
98290,1330,1430,1720,2460,2910,2020,,,
98291,1550,1660,2000,2850,3360,2020,,,
98292,1500,1610,1940,2760,3260,2020,,,
98293,1550,1660,2000,2850,3360,2020,,,
98294,1670,1790,2160,3080,3630,2020,,,
98296,2080,2220,2680,3820,4500,2020,,,
98354,1280,1410,1710,2460,2910,2020,,,
98422,1280,1410,1710,2460,2980,2020,,,
98001,1630,1800,2190,3150,3720,2019,,,
98002,1230,1380,1700,2450,2900,2019,,,
98003,1270,1390,1700,2450,2900,2019,,,
98004,2130,2340,2850,4100,4840,2019,,,
98005,1650,1810,2210,3180,3760,2019,,,
98006,1950,2150,2620,3770,4450,2019,,,
98007,1800,1980,2420,3480,4110,2019,,,
98008,1680,1850,2250,3240,3820,2019,,,
98009,1430,1570,1920,2760,3260,2019,,,
98010,1250,1380,1700,2450,2900,2019,,,
98011,1570,1720,2100,3020,3570,2019,,,
98012,1620,1780,2170,3120,3690,2019,,,
98014,1360,1500,1830,2630,3110,2019,,,
98015,1430,1570,1920,2760,3260,2019,,,
98019,1680,1850,2250,3240,3820,2019,,,
98020,1470,1620,1970,2840,3350,2019,,,
98021,1770,1940,2370,3410,4030,2019,,,
98022,1230,1380,1700,2450,2900,2019,,,
98023,1320,1450,1770,2550,3010,2019,,,
98024,1230,1380,1700,2450,2900,2019,,,
98025,1430,1570,1920,2760,3260,2019,,,
98026,1330,1460,1780,2560,3030,2019,,,
98027,1620,1780,2170,3120,3690,2019,,,
98028,1420,1560,1900,2730,3230,2019,,,
98029,2100,2300,2810,4040,4780,2019,,,
98030,1240,1380,1700,2450,2900,2019,,,
98031,1270,1390,1700,2450,2900,2019,,,
98032,1280,1410,1720,2480,2920,2019,,,
98033,1940,2130,2600,3740,4420,2019,,,
98034,1660,1830,2230,3210,3790,2019,,,
98035,1430,1570,1920,2760,3260,2019,,,
98036,1250,1380,1700,2450,2900,2019,,,
98037,1370,1510,1840,2650,3130,2019,,,
98038,1860,2040,2490,3580,4230,2019,,,
98039,1430,1570,1920,2760,3260,2019,,,
98040,1950,2150,2620,3770,4450,2019,,,
98041,1430,1570,1920,2760,3260,2019,,,
98042,1710,1880,2290,3300,3890,2019,,,
98043,1390,1530,1870,2690,3180,2019,,,
98045,1500,1650,2010,2890,3420,2019,,,
98046,1360,1500,1830,2630,3110,2019,,,
98047,1230,1380,1700,2450,2900,2019,,,
98050,1430,1570,1920,2760,3260,2019,,,
98051,1780,1960,2390,3440,4060,2019,,,
98052,1850,2030,2480,3570,4220,2019,,,
98053,1880,2070,2520,3630,4280,2019,,,
98055,1530,1680,2050,2950,3480,2019,,,
98056,1410,1550,1890,2720,3210,2019,,,
98057,1320,1450,1770,2550,3010,2019,,,
98058,1480,1630,1990,2860,3380,2019,,,
98059,1460,1610,1960,2820,3330,2019,,,
98062,1430,1570,1920,2760,3260,2019,,,
98063,1430,1570,1920,2760,3260,2019,,,
98064,1430,1570,1920,2760,3260,2019,,,
98065,2070,2280,2780,4000,4730,2019,,,
98068,1430,1570,1920,2760,3260,2019,,,
98070,1380,1520,1850,2660,3140,2019,,,
98071,1430,1570,1920,2760,3260,2019,,,
98072,1510,1660,2020,2910,3430,2019,,,
98073,1430,1570,1920,2760,3260,2019,,,
98074,2130,2340,2850,4100,4840,2019,,,
98075,2070,2280,2780,4000,4730,2019,,,
98077,2130,2340,2850,4100,4840,2019,,,
98082,1360,1500,1830,2630,3110,2019,,,
98083,1430,1570,1920,2760,3260,2019,,,
98087,1450,1590,1940,2790,3300,2019,,,
98089,1430,1570,1920,2760,3260,2019,,,
98092,1360,1510,1860,2680,3170,2019,,,
98093,1430,1570,1920,2760,3260,2019,,,
98101,2070,2280,2780,4000,4730,2019,,,
98102,1910,2100,2560,3680,4350,2019,,,
98103,1750,1930,2350,3380,3990,2019,,,
98104,1460,1610,1960,2820,3330,2019,,,
98105,1570,1730,2110,3040,3590,2019,,,
98106,1330,1460,1780,2560,3030,2019,,,
98107,1660,1830,2230,3210,3790,2019,,,
98108,1230,1380,1700,2450,2900,2019,,,
98109,2070,2280,2780,4000,4730,2019,,,
98111,1430,1570,1920,2760,3260,2019,,,
98112,1600,1760,2140,3080,3640,2019,,,
98113,1430,1570,1920,2760,3260,2019,,,
98114,1430,1570,1920,2760,3260,2019,,,
98115,1710,1880,2290,3300,3890,2019,,,
98116,1640,1800,2200,3170,3740,2019,,,
98117,1630,1790,2180,3140,3710,2019,,,
98118,1280,1400,1710,2460,2910,2019,,,
98119,1740,1910,2330,3350,3960,2019,,,
98121,2130,2340,2850,4100,4840,2019,,,
98122,1670,1840,2240,3220,3810,2019,,,
98124,1430,1570,1920,2760,3260,2019,,,
98125,1450,1600,1950,2810,3310,2019,,,
98126,1360,1500,1830,2630,3110,2019,,,
98127,1430,1570,1920,2760,3260,2019,,,
98133,1430,1570,1920,2760,3260,2019,,,
98134,1290,1420,1730,2490,2940,2019,,,
98136,1410,1550,1890,2720,3210,2019,,,
98138,1430,1570,1920,2760,3260,2019,,,
98139,1430,1570,1920,2760,3260,2019,,,
98144,1330,1470,1790,2580,3040,2019,,,
98145,1430,1570,1920,2760,3260,2019,,,
98146,1230,1380,1700,2450,2900,2019,,,
98148,1230,1380,1700,2450,2900,2019,,,
98154,1430,1570,1920,2760,3260,2019,,,
98155,1450,1590,1940,2790,3300,2019,,,
98158,1430,1570,1920,2760,3260,2019,,,
98164,1430,1570,1920,2760,3260,2019,,,
98165,1430,1570,1920,2760,3260,2019,,,
98166,1230,1380,1700,2450,2900,2019,,,
98168,1300,1440,1750,2520,2970,2019,,,
98174,1430,1570,1920,2760,3260,2019,,,
98175,1430,1570,1920,2760,3260,2019,,,
98177,1570,1720,2100,3020,3570,2019,,,
98178,1330,1460,1780,2560,3030,2019,,,
98188,1250,1380,1700,2450,2900,2019,,,
98194,1430,1570,1920,2760,3260,2019,,,
98195,1430,1570,1920,2760,3260,2019,,,
98198,1350,1480,1810,2610,3080,2019,,,
98199,1520,1670,2040,2940,3470,2019,,,
98201,1230,1380,1700,2450,2900,2019,,,
98203,1230,1380,1700,2450,2900,2019,,,
98204,1300,1430,1740,2500,2960,2019,,,
98205,1680,1850,2250,3240,3820,2019,,,
98206,1360,1500,1830,2630,3110,2019,,,
98207,1360,1500,1830,2630,3110,2019,,,
98208,1410,1550,1890,2720,3210,2019,,,
98213,1360,1500,1830,2630,3110,2019,,,
98223,1390,1530,1870,2690,3180,2019,,,
98224,1230,1380,1700,2450,2900,2019,,,
98241,1230,1380,1700,2450,2900,2019,,,
98251,1340,1480,1800,2590,3060,2019,,,
98252,1480,1630,1990,2860,3380,2019,,,
98256,1230,1380,1700,2450,2900,2019,,,
98258,1600,1760,2150,3090,3650,2019,,,
98259,1360,1500,1830,2630,3110,2019,,,
98270,1270,1390,1700,2450,2900,2019,,,
98271,1510,1660,2020,2910,3430,2019,,,
98272,1390,1530,1870,2690,3180,2019,,,
98275,1640,1800,2200,3170,3740,2019,,,
98282,1360,1500,1830,2630,3110,2019,,,
98287,1360,1500,1830,2630,3110,2019,,,
98288,1430,1570,1920,2760,3260,2019,,,
98290,1230,1380,1700,2450,2900,2019,,,
98291,1360,1500,1830,2630,3110,2019,,,
98292,1350,1480,1810,2600,3070,2019,,,
98293,1360,1500,1830,2630,3110,2019,,,
98294,1510,1660,2030,2920,3450,2019,,,
98296,1860,2040,2490,3580,4230,2019,,,
98354,1230,1380,1700,2450,2900,2019,,,
98422,1230,1380,1700,2450,2900,2019,,,
