period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated,zipcode
11/1/13,1/31/14,90,zip code,2,40819,f,Zip Code: 98106,,Washington,WA,Multi-Family (2-4 Unit),4,295000.0,0.0,-0.139941691,,,,107.6642336,0.0,-0.133663893,,,,1.0,0.0,0.0,,,,,,,2.0,-0.333333333,0.0,,,,57.0,0.0,3.0,0.98349725,0.0,0.000689227,0.0,0.0,0.0,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98106
11/1/23,1/31/24,90,zip code,2,40844,f,Zip Code: 98136,,Washington,WA,All Residential,-1,995000.0,0.210252481,0.177863273,919975.5,-0.067907295,0.150041253,507.4074074,-0.044064839,-0.015516604,541.9078947,0.038592131,0.043460191,23.0,-0.28125,-0.520833333,12.0,0.5,0.2,32.0,0.0,-0.03030303,15.0,0.25,0.5,,,,20.5,12.5,-2.5,1.004650617,-0.007948523,0.009285524,0.347826087,-0.058423913,0.035326087,,,,0.666666667,0.291666667,0.066666667,"Seattle, WA",42644,7/15/24 17:39,98136
8/1/18,10/31/18,90,zip code,2,40866,f,Zip Code: 98177,,Washington,WA,All Residential,-1,726000.0,-0.018918919,0.071626259,759900.0,0.013267551,0.091888785,368.6233638,-0.003242424,0.102901313,355.6034483,-0.004310345,0.042941563,78.0,-0.037037037,-0.1875,25.0,-0.242424242,-0.285714286,111.0,-0.067226891,0.077669903,58.0,-0.15942029,1.071428571,,,,12.0,-0.5,3.0,0.997609981,-0.007366061,-0.038302463,0.346153846,-0.024216524,-0.143429487,,,,0.28,-0.356363636,-0.291428571,"Seattle, WA",42644,7/15/24 17:39,98177
10/1/21,12/31/21,90,zip code,2,40876,f,Zip Code: 98198,,Washington,WA,Condo/Co-op,3,320000.0,-0.049034175,0.181902124,329800.0,0.070780959,0.233012431,299.9062793,-0.055535568,0.077801006,337.5196232,0.156306896,0.323842337,33.0,-0.029411765,-0.175,5.0,-0.166666667,-0.545454545,21.0,-0.25,-0.382352941,3.0,0.5,-0.666666667,,,,6.0,0.0,-6.5,1.017269408,0.011058925,0.026957364,0.515151515,0.015151515,0.215151515,,,,1.0,0.5,0.727272727,"Seattle, WA",42644,7/15/24 17:39,98198
1/1/15,3/31/15,90,zip code,2,40828,f,Zip Code: 98115,,Washington,WA,Condo/Co-op,3,225000.0,-0.019607843,0.196808511,235000.0,0.02173913,0.209936929,225.0,0.028399219,0.163372093,243.5334309,0.021731575,0.150243208,29.0,0.318181818,0.526315789,17.0,1.125,1.125,39.0,0.3,0.95,7.0,-0.461538462,1.333333333,,,,7.0,-2.5,-13.0,1.006207398,0.001840754,-0.001892919,0.379310345,0.061128527,0.010889292,,,,0.764705882,0.139705882,0.014705882,"Seattle, WA",42644,7/15/24 17:39,98115
2/1/20,4/30/20,90,zip code,2,40830,f,Zip Code: 98117,,Washington,WA,Condo/Co-op,3,349990.0,0.0,-0.200022857,562475.0,0.323564016,0.130603015,465.1941098,-0.031254849,-0.15826366,474.2009479,-0.060445614,-0.148798799,3.0,0.0,-0.25,,,,2.0,-0.5,-0.75,2.0,1.0,-0.666666667,,,,8.0,0.0,-22.0,0.99769967,3.33e-05,0.021148295,0.333333333,0.333333333,0.333333333,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98117
8/1/12,10/31/12,90,zip code,2,40814,f,Zip Code: 98101,,Washington,WA,Condo/Co-op,3,500000.0,-0.028182702,0.170960187,499500.0,0.001002004,0.062765957,486.3098942,-0.074436187,0.099492588,481.3137033,-0.031585254,0.020968462,57.0,0.1875,0.425,25.0,0.923076923,0.666666667,57.0,0.0,-0.033898305,48.0,-0.213114754,-0.351351351,,,,33.5,-29.0,-51.0,0.974897022,0.005622148,0.01299843,0.087719298,0.004385965,0.087719298,,,,0.56,-0.132307692,-0.106666667,"Seattle, WA",42644,7/15/24 17:39,98101
4/1/13,6/30/13,90,zip code,2,40842,f,Zip Code: 98133,,Washington,WA,Multi-Family (2-4 Unit),4,452750.0,0.0,-0.169266055,447475.0,-0.104870974,0.078253012,136.9462025,0.0,0.20668054,208.5144928,0.006766945,0.180741798,4.0,0.0,1.0,3.0,,,8.0,0.6,1.0,5.0,0.25,0.0,,,,81.5,0.0,-146.5,0.982653809,0.0,0.118259203,0.25,0.0,0.25,,,,0.0,,,"Seattle, WA",42644,7/15/24 17:39,98133
2/1/19,4/30/19,90,zip code,2,40871,f,Zip Code: 98188,,Washington,WA,Single Family Residential,6,428500.0,-0.001747234,0.013002364,400000.0,-0.024271253,-0.068684517,246.9563194,0.054722451,-0.100915527,259.0909091,0.022026207,0.04369146,32.0,0.142857143,-0.319148936,10.0,-0.375,-0.166666667,37.0,0.0,-0.274509804,12.0,-0.333333333,-0.142857143,,,,9.0,-37.0,3.0,1.012065637,0.012249514,-0.041314331,0.40625,0.049107143,-0.232047872,,,,0.6,-0.2125,-0.066666667,"Seattle, WA",42644,7/15/24 17:39,98188
7/1/14,9/30/14,90,zip code,2,40867,f,Zip Code: 98178,,Washington,WA,Single Family Residential,6,277554.0,0.037682026,0.091657817,292450.0,0.010189983,0.223640167,163.7755102,-0.006362219,0.135066013,166.5896934,0.028233036,0.075693449,79.0,0.039473684,-0.177083333,28.0,0.12,1.333333333,118.0,-0.056,0.191919192,86.0,-0.022727273,0.075,,,,15.0,4.0,-14.0,0.998077414,-0.003073422,-0.012953363,0.303797468,-0.038307795,-0.060785865,,,,0.285714286,-0.194285714,-0.047619048,"Seattle, WA",42644,7/15/24 17:39,98178
1/1/21,3/31/21,90,zip code,2,40825,f,Zip Code: 98112,,Washington,WA,Multi-Family (2-4 Unit),4,1000000.0,0.0,-0.159663866,1175000.0,0.02173913,-0.281345566,373.1343284,0.0,-0.429323968,437.6005659,0.01979958,-0.168652637,1.0,0.0,0.0,1.0,,0.0,2.0,1.0,0.0,,,,,,,19.0,0.0,-69.0,0.869565217,0.0,-0.045819398,0.0,0.0,0.0,,,,1.0,,0.0,"Seattle, WA",42644,7/15/24 17:39,98112
5/1/20,7/31/20,90,zip code,2,40829,f,Zip Code: 98116,,Washington,WA,All Residential,-1,818000.0,-0.037618753,0.07773386,804500.0,-0.009846154,0.022236341,458.996328,0.010423855,0.003815008,484.8277615,0.022708528,0.073085445,119.0,0.322222222,-0.21192053,63.0,0.06779661,0.8,214.0,0.202247191,0.3375,88.0,0.157894737,0.313432836,,,,9.0,2.0,-2.0,0.995220575,-0.004510621,-0.006597068,0.260504202,-0.061718021,-0.090489176,,,,0.634920635,0.041700296,0.120634921,"Seattle, WA",42644,7/15/24 17:39,98116
7/1/21,9/30/21,90,zip code,2,40832,f,Zip Code: 98119,,Washington,WA,Single Family Residential,6,1475000.0,-0.010067114,0.109022556,1335000.0,0.013282732,0.035686579,651.0791367,0.007077518,0.130283846,591.8727915,-0.061304812,0.111193434,57.0,-0.296296296,0.055555556,19.0,1.111111111,-0.24,57.0,-0.080645161,-0.278481013,10.0,-0.090909091,-0.642857143,,,,7.0,0.0,-3.0,1.047066816,-0.004761043,0.034637686,0.49122807,-0.039636127,0.1208577,,,,0.684210526,-0.093567251,0.084210526,"Seattle, WA",42644,7/15/24 17:39,98119
8/1/16,10/31/16,90,zip code,2,40834,f,Zip Code: 98122,,Washington,WA,Townhouse,13,725000.0,0.03645461,0.188526539,699000.0,0.00071582,0.216710183,449.8834499,-0.026439268,0.064138255,424.9606476,-0.041878828,0.035753752,41.0,0.078947368,0.242424242,16.0,0.142857143,0.6,50.0,0.136363636,0.724137931,13.0,-0.1875,0.0,,,,15.5,4.5,8.5,1.021916222,-0.002517184,-0.015499932,0.487804878,-0.038510911,-0.118255728,,,,0.5,-0.285714286,0.1,"Seattle, WA",42644,7/15/24 17:39,98122
1/1/13,3/31/13,90,zip code,2,40838,f,Zip Code: 98127,,Washington,WA,All Residential,-1,378300.0,-0.137286203,0.01967655,394850.0,,,191.4473684,-0.135539819,-0.34980139,296.5198413,,,1.0,0.0,0.0,1.0,,,2.0,,,1.0,,-0.5,,,,93.0,-290.0,44.0,1.0,0.04570185,0.010666667,0.0,0.0,0.0,,,,1.0,,,"Seattle, WA",42644,7/15/24 17:39,98127
6/1/16,8/31/16,90,zip code,2,40834,f,Zip Code: 98122,,Washington,WA,Townhouse,13,682500.0,0.041984733,0.115196078,689000.0,0.06,0.159005845,457.8712715,0.059644943,0.136985941,453.7766795,-0.018018387,0.144043854,40.0,-0.14893617,-0.272727273,10.0,-0.090909091,1.0,34.0,-0.15,-0.260869565,8.0,0.142857143,-0.428571429,,,,8.0,0.0,1.0,1.022426336,-0.003996405,-0.002853572,0.525,0.078191489,0.015909091,,,,0.7,0.063636364,-0.3,"Seattle, WA",42644,7/15/24 17:39,98122
2/1/15,4/30/15,90,zip code,2,40837,f,Zip Code: 98126,,Washington,WA,Single Family Residential,6,459000.0,0.043181818,0.133333333,452475.0,0.040172414,0.131328916,255.1757342,0.019584854,0.088136765,248.8304764,-0.004678095,0.034308764,85.0,0.328125,-0.12371134,35.0,0.25,0.0,98.0,0.240506329,-0.039215686,27.0,-0.035714286,-0.386363636,,,,11.0,-17.5,-5.0,1.019556653,0.00889582,0.019592414,0.435294118,0.091544118,0.064160097,,,,0.857142857,0.071428571,0.142857143,"Seattle, WA",42644,7/15/24 17:39,98126
11/1/19,1/31/20,90,zip code,2,40817,f,Zip Code: 98104,,Washington,WA,Condo/Co-op,3,550000.0,0.138716356,0.106639839,464300.0,-0.064486556,-0.191818973,561.4136732,0.046146455,0.020586688,800.2180987,0.030657926,0.428457266,19.0,0.117647059,0.9,3.0,-0.666666667,2.0,14.0,-0.3,0.4,30.0,-0.0625,0.2,,,,83.0,0.0,48.5,0.977759494,0.008635537,0.00709075,0.157894737,0.099071207,0.157894737,,,,0.333333333,0.222222222,-0.666666667,"Seattle, WA",42644,7/15/24 17:39,98104
9/1/19,11/30/19,90,zip code,2,40829,f,Zip Code: 98116,,Washington,WA,Townhouse,13,697500.0,-0.024475524,-0.044520548,674950.0,-0.007426471,-0.10602649,475.3962239,-0.019959542,0.06091722,495.584989,0.02166007,0.092230446,16.0,-0.058823529,-0.304347826,5.0,-0.285714286,-0.285714286,27.0,0.08,-0.129032258,19.0,0.266666667,0.461538462,,,,14.0,3.0,0.0,0.99299835,-0.003791381,0.001697143,0.125,-0.110294118,-0.005434783,,,,0.4,-0.171428571,0.257142857,"Seattle, WA",42644,7/15/24 17:39,98116
9/1/17,11/30/17,90,zip code,2,40815,f,Zip Code: 98102,,Washington,WA,Condo/Co-op,3,533751.0,0.024474088,0.215833713,459000.0,-0.080160321,0.045558087,651.6853933,-0.000374672,0.183059637,637.8293576,-0.000325141,0.186362605,71.0,-0.08974359,0.448979592,14.0,-0.176470588,0.076923077,63.0,-0.202531646,0.465116279,10.0,-0.090909091,-0.285714286,,,,8.0,0.0,-1.0,1.060949865,-0.011757903,0.04341336,0.661971831,-0.043156374,0.233400402,,,,0.571428571,-0.075630252,-0.043956044,"Seattle, WA",42644,7/15/24 17:39,98102
5/1/17,7/31/17,90,zip code,2,40825,f,Zip Code: 98112,,Washington,WA,Multi-Family (2-4 Unit),4,1123000.0,0.221980413,0.092944039,1102500.0,0.211538462,0.113636364,457.0614571,0.291960385,0.071061231,443.1533127,0.196513944,0.249588782,3.0,0.0,0.5,,,,2.0,-0.333333333,0.0,,,,,,,23.0,0.0,-175.5,1.066438966,-0.061166345,0.08684713,0.333333333,-0.333333333,0.333333333,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98112
3/1/21,5/31/21,90,zip code,2,40871,f,Zip Code: 98188,,Washington,WA,Multi-Family (2-4 Unit),4,1050000.0,0.169330141,,1050000.0,0.0,,233.9449541,-0.066875423,,287.3563218,0.0,,3.0,-0.25,,,,,3.0,0.0,,1.0,0.0,,,,,5.0,0.5,,1.006666667,-0.003820736,,0.333333333,-0.166666667,,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98188
9/1/23,11/30/23,90,zip code,2,40821,f,Zip Code: 98108,,Washington,WA,Single Family Residential,6,680000.0,-0.028571429,-0.038189533,699000.0,0.000286205,-0.014799154,382.4521935,0.029858275,-0.092216857,405.0925926,0.003585524,-0.044436138,41.0,-0.068181818,0.464285714,5.0,-0.666666667,-0.444444444,39.0,-0.093023256,-0.1875,20.0,-0.166666667,-0.310344828,,,,19.5,9.5,12.5,0.995642495,0.001049408,0.009031934,0.390243902,0.094789357,0.140243902,,,,0.0,-0.733333333,-0.333333333,"Seattle, WA",42644,7/15/24 17:39,98108
7/1/20,9/30/20,90,zip code,2,40860,f,Zip Code: 98166,,Washington,WA,Condo/Co-op,3,275000.0,-0.236111111,-0.098360656,389000.0,0.112708186,0.365151781,311.8974814,0.023023739,0.252403158,428.2122905,0.072966743,0.570111732,6.0,-0.142857143,-0.142857143,1.0,-0.666666667,0.0,13.0,0.3,0.857142857,9.0,1.25,0.8,,,,6.0,-2.0,-8.0,0.997952123,0.004176906,-0.001801715,0.166666667,0.023809524,-0.261904762,,,,1.0,0.333333333,1.0,"Seattle, WA",42644,7/15/24 17:39,98166
8/1/19,10/31/19,90,zip code,2,40828,f,Zip Code: 98115,,Washington,WA,All Residential,-1,750000.0,0.013513514,-0.090909091,767475.0,0.027409639,-0.033406801,436.6170502,-0.010135318,-0.006554452,443.8136672,0.004234184,-0.010789533,208.0,-0.067264574,0.055837563,72.0,0.125,0.014084507,224.0,-0.104,-0.118110236,100.0,-0.242424242,-0.029126214,,,,15.0,3.0,5.0,0.996545462,-0.006990679,-0.005217788,0.254807692,-0.027703518,-0.044684693,,,,0.402777778,-0.097222222,0.008411581,"Seattle, WA",42644,7/15/24 17:39,98115
5/1/18,7/31/18,90,zip code,2,40842,f,Zip Code: 98133,,Washington,WA,Single Family Residential,6,653000.0,-0.039705882,0.101087598,624000.0,0.003215434,0.101500441,374.3048128,0.01532639,0.101019171,359.0785908,0.008215246,0.151651664,123.0,0.138888889,-0.108695652,41.0,-0.18,-0.068181818,183.0,0.173076923,0.102409639,69.0,0.38,1.090909091,,,,7.0,0.0,0.0,1.042490808,-0.028862038,-0.048388893,0.634146341,-0.106594399,-0.141215977,,,,0.585365854,-0.074634146,-0.210088692,"Seattle, WA",42644,7/15/24 17:39,98133
7/1/13,9/30/13,90,zip code,2,40865,f,Zip Code: 98175,,Washington,WA,Townhouse,13,339722.0,0.0,0.192007018,339722.0,0.0,0.192007018,245.2866426,0.0,0.188564398,245.2866426,0.0,0.188564398,1.0,0.0,0.0,,,,1.0,0.0,0.0,,,,,,,9.0,0.0,-20.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98175
1/1/20,3/31/20,90,zip code,2,40837,f,Zip Code: 98126,,Washington,WA,All Residential,-1,600000.0,0.043614384,0.077199282,625000.0,0.0,0.0,409.7122596,0.07811255,0.148537646,410.675485,0.017760985,0.090119055,106.0,0.081632653,-0.045045045,54.0,0.285714286,-0.084745763,142.0,0.378640777,-0.095541401,42.0,-0.045454545,-0.408450704,,,,7.5,-11.0,-17.5,1.012751068,0.016576218,0.020730965,0.396226415,0.151328456,0.161992181,,,,0.87037037,-0.034391534,0.124607659,"Seattle, WA",42644,7/15/24 17:39,98126
2/1/15,4/30/15,90,zip code,2,40861,f,Zip Code: 98168,,Washington,WA,Multi-Family (2-4 Unit),4,401600.0,0.295901904,1.590967742,299975.0,-0.038464621,0.071339286,130.5513975,0.193048278,0.886678261,108.8237464,0.0,-0.32762471,4.0,0.333333333,3.0,2.0,0.0,,6.0,0.0,5.0,3.0,-0.4,0.5,,,,52.5,-10.5,10.5,0.983855422,0.000448342,-0.016144578,0.0,0.0,0.0,,,,0.0,-1.0,,"Seattle, WA",42644,7/15/24 17:39,98168
9/1/21,11/30/21,90,zip code,2,40851,f,Zip Code: 98148,,Washington,WA,All Residential,-1,620000.0,0.097345133,0.288311688,679880.0,0.007266936,0.562942529,317.9364127,0.0,0.105634641,343.75,0.132073134,0.154590056,41.0,-0.127659574,0.205882353,8.0,-0.333333333,0.333333333,37.0,-0.159090909,0.121212121,3.0,-0.571428571,-0.7,,,,6.0,0.0,-1.0,1.021928873,-0.004954116,-0.009569613,0.487804878,-0.107939803,-0.071018651,,,,0.75,0.0,0.083333333,"Seattle, WA",42644,7/15/24 17:39,98148
8/1/13,10/31/13,90,zip code,2,40876,f,Zip Code: 98198,,Washington,WA,Townhouse,13,122500.0,-0.279411765,0.089130918,114250.0,-0.039915966,0.231142241,101.8883354,-0.267472169,0.15240722,104.6245421,-0.010822511,0.231142241,4.0,-0.2,-0.333333333,2.0,,-0.666666667,6.0,-0.142857143,-0.142857143,6.0,-0.142857143,1.0,,,,40.0,17.0,-88.5,1.010238399,0.006353887,0.002902173,0.25,-0.15,0.083333333,,,,1.0,,0.833333333,"Seattle, WA",42644,7/15/24 17:39,98198
1/1/23,3/31/23,90,zip code,2,40840,f,Zip Code: 98131,,Washington,WA,Townhouse,13,310000.0,0.0,,,,,315.0406504,0.0,,,,,1.0,0.0,,,,,,,,,,,,,,74.0,0.0,,0.953875504,0.0,,0.0,0.0,,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98131
6/1/18,8/31/18,90,zip code,2,40871,f,Zip Code: 98188,,Washington,WA,Single Family Residential,6,412507.5,-0.028250883,0.130157534,419925.0,0.024332236,0.120024005,246.0629424,0.0,0.095565958,236.8011332,-0.009560636,0.060424911,52.0,0.181818182,-0.223880597,19.0,-0.05,-0.095238095,76.0,-0.037974684,-0.05,41.0,0.025,0.28125,,,,14.0,0.5,4.0,1.017143694,0.00362402,-0.000460326,0.557692308,-0.033216783,0.020378875,,,,0.421052632,0.121052632,-0.15037594,"Seattle, WA",42644,7/15/24 17:39,98188
11/1/12,1/31/13,90,zip code,2,40815,f,Zip Code: 98102,,Washington,WA,Multi-Family (2-4 Unit),4,440000.0,-0.048648649,-0.133004926,649950.0,,0.275662414,187.2340426,0.042448174,-0.016582656,218.8383838,,-0.063099162,1.0,-0.5,-0.5,1.0,,,1.0,,-0.5,1.0,-0.5,-0.666666667,,,,128.0,-125.5,20.5,0.977777778,0.001941098,-0.002822035,0.0,0.0,0.0,,,,1.0,,,"Seattle, WA",42644,7/15/24 17:39,98102
10/1/18,12/31/18,90,zip code,2,40830,f,Zip Code: 98117,,Washington,WA,Multi-Family (2-4 Unit),4,872500.0,0.002873563,-0.199541284,1349500.0,0.542285714,0.083935743,393.0397727,0.006181818,-0.069685676,436.9246562,0.108165057,0.179590847,2.0,-0.333333333,-0.6,,,,2.0,-0.5,0.0,2.0,0.0,,,,,22.5,0.0,2.0,0.998039216,-0.000424153,-0.044201445,0.5,0.166666667,0.1,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98117
6/1/12,8/31/12,90,zip code,2,40866,f,Zip Code: 98177,,Washington,WA,Single Family Residential,6,423475.0,-0.026494253,-0.149691281,525000.0,0.050210042,0.193412364,191.5981199,0.016534469,-0.08015518,220.0,0.037457457,0.049750633,76.0,0.013333333,0.310344828,17.0,0.0625,-0.15,67.0,-0.247191011,-0.279569892,65.0,-0.084507042,-0.244186047,,,,13.0,1.0,-21.0,0.987990276,-0.003911175,0.024566667,0.276315789,-0.043684211,0.086660617,,,,0.294117647,-0.080882353,0.044117647,"Seattle, WA",42644,7/15/24 17:39,98177
3/1/15,5/31/15,90,zip code,2,40828,f,Zip Code: 98115,,Washington,WA,All Residential,-1,580000.0,0.028368794,0.183673469,549000.0,0.050767979,0.132542548,317.5294118,0.047746859,0.138130404,305.5381944,0.010185741,0.131056848,207.0,0.15,0.083769634,84.0,0.063291139,-0.056179775,248.0,0.117117117,0.087719298,38.0,0.055555556,-0.155555556,,,,7.0,0.0,0.0,1.063448433,0.011247675,0.024025801,0.647342995,0.047342995,0.060955561,,,,0.773809524,-0.099608198,0.03223649,"Seattle, WA",42644,7/15/24 17:39,98115
7/1/15,9/30/15,90,zip code,2,40819,f,Zip Code: 98106,,Washington,WA,Multi-Family (2-4 Unit),4,435000.0,,-0.033333333,402500.0,,-0.239130435,132.218845,,-0.121908086,191.2360689,,0.082468315,1.0,,-0.5,,,,2.0,,-0.6,1.0,,-0.666666667,,,,26.0,,12.0,0.935483871,,-0.036094825,0.0,,0.0,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98106
9/1/16,11/30/16,90,zip code,2,40851,f,Zip Code: 98148,,Washington,WA,All Residential,-1,349500.0,0.00590013,0.181341896,412475.0,0.031896929,0.37721202,200.7288037,0.008295381,0.093741272,202.7324813,0.029842672,0.184464522,34.0,-0.346153846,0.0625,13.0,0.181818182,0.857142857,44.0,-0.266666667,0.419354839,23.0,-0.206896552,0.4375,,,,9.0,-9.0,-10.0,1.002880584,-0.001992613,0.00111917,0.470588235,-0.010180995,0.001838235,,,,0.461538462,-0.083916084,-0.10989011,"Seattle, WA",42644,7/15/24 17:39,98148
5/1/17,7/31/17,90,zip code,2,40815,f,Zip Code: 98102,,Washington,WA,Single Family Residential,6,1160000.0,-0.094457455,0.000862813,1218500.0,-0.113818182,-0.044313725,470.7884288,0.002591723,0.077059345,460.6579196,-0.032440509,0.034668003,15.0,-0.0625,-0.166666667,7.0,0.75,0.0,24.0,-0.04,0.263157895,9.0,-0.181818182,0.285714286,,,,7.0,0.5,-5.0,1.020428736,-0.046761773,0.023522545,0.333333333,-0.229166667,0.111111111,,,,0.428571429,-0.321428571,-0.285714286,"Seattle, WA",42644,7/15/24 17:39,98102
4/1/23,6/30/23,90,zip code,2,40828,f,Zip Code: 98115,,Washington,WA,Condo/Co-op,3,479250.0,-0.039579158,0.014285714,492500.0,-0.005050505,0.096943037,482.3435081,-0.087257669,-0.075657942,496.7954996,0.051048307,-0.01901146,26.0,-0.037037037,-0.5,9.0,0.0,-0.25,36.0,0.028571429,-0.333333333,17.0,0.214285714,0.416666667,,,,8.5,-1.5,3.5,1.000785149,0.002730246,-0.064293596,0.307692308,0.085470085,-0.346153846,,,,0.777777778,-0.111111111,0.027777778,"Seattle, WA",42644,7/15/24 17:39,98115
8/1/21,10/31/21,90,zip code,2,40832,f,Zip Code: 98119,,Washington,WA,All Residential,-1,899000.0,-0.048677249,-0.009366391,799950.0,-0.068742724,-0.05882699,620.5164993,0.010062968,0.08193302,603.0837004,0.005596424,0.08169172,167.0,0.050314465,0.128378378,35.0,-0.3,-0.339622642,141.0,-0.165680473,-0.273195876,49.0,0.042553191,-0.461538462,,,,9.5,1.5,-5.5,1.017816175,-0.002379975,0.013687014,0.365269461,-0.005799721,0.01391811,,,,0.742857143,0.102857143,0.290026954,"Seattle, WA",42644,7/15/24 17:39,98119
1/1/13,3/31/13,90,zip code,2,40861,f,Zip Code: 98168,,Washington,WA,Multi-Family (2-4 Unit),4,295000.0,0.0,0.878980892,,,,84.28571429,0.0,0.181073703,,,,1.0,0.0,0.0,,,,,,,1.0,-0.666666667,-0.75,,,,111.0,0.0,53.0,0.98349725,0.0,0.059696132,0.0,0.0,0.0,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98168
5/1/14,7/31/14,90,zip code,2,40848,f,Zip Code: 98144,,Washington,WA,Single Family Residential,6,570000.0,0.2,0.217948718,565900.0,0.001681565,0.216989247,278.8461538,0.033923941,0.103020895,264.4517066,-0.046782334,0.088203991,95.0,0.144578313,0.217948718,28.0,-0.096774194,-0.034482759,113.0,-0.096,0.0,46.0,0.0,-0.06122449,,,,11.0,1.0,-1.5,1.006479263,-0.002259644,0.002780558,0.389473684,-0.032213063,0.030499325,,,,0.607142857,0.123271889,0.089901478,"Seattle, WA",42644,7/15/24 17:39,98144
2/1/15,4/30/15,90,zip code,2,40826,f,Zip Code: 98113,,Washington,WA,All Residential,-1,565000.0,0.0,,,,,279.7029703,0.0,,,,,1.0,0.0,,,,,,,,,,,,,,8.0,0.0,,1.07629298,0.0,,1.0,0.0,,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98113
11/1/18,1/31/19,90,zip code,2,40830,f,Zip Code: 98117,,Washington,WA,Condo/Co-op,3,698500.0,0.0,0.154545455,375000.0,-0.31787176,-0.397590361,534.0214067,0.0,-0.080441187,384.2592593,-0.257316422,-0.429005347,3.0,-0.4,-0.4,,,,3.0,0.5,-0.25,3.0,2.0,,,,,30.0,-2.0,19.0,0.977873428,0.015892454,-0.011541268,0.0,0.0,-0.4,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98117
3/1/17,5/31/17,90,zip code,2,40816,f,Zip Code: 98103,,Washington,WA,Single Family Residential,6,847975.0,0.005901542,0.130633333,787000.0,-0.046060606,0.064952639,475.5278852,0.007502072,0.206652009,417.0711974,0.008569062,0.088940157,110.0,0.279069767,0.111111111,54.0,0.862068966,0.08,124.0,0.252525253,-0.067669173,20.0,0.333333333,0.0,,,,7.0,0.0,0.0,1.085729671,0.002772409,-0.0028238,0.654545455,-0.008245243,-0.082828283,,,,0.907407407,0.045338442,0.007407407,"Seattle, WA",42644,7/15/24 17:39,98103
11/1/15,1/31/16,90,zip code,2,40854,f,Zip Code: 98155,,Washington,WA,All Residential,-1,400000.0,0.015873016,0.157826181,429990.0,0.080376884,0.228630616,230.8615789,-0.002138637,0.107270004,244.1049383,0.098609548,0.152465064,118.0,-0.157142857,-0.078125,23.0,-0.115384615,0.15,75.0,-0.137931034,0.013513514,29.0,0.16,-0.236842105,,,,11.0,0.0,-28.0,1.012891003,-0.000356908,0.030056832,0.423728814,0.030871671,0.181541314,,,,0.782608696,0.090301003,0.132608696,"Seattle, WA",42644,7/15/24 17:39,98155
12/1/16,2/28/17,90,zip code,2,40851,f,Zip Code: 98148,,Washington,WA,Condo/Co-op,3,135750.0,0.044230769,0.292857143,159500.0,-0.033040315,0.234577457,150.9998729,0.023314523,0.212313265,187.23042,0.033563596,0.276762079,10.0,0.111111111,1.0,3.0,0.5,0.5,7.0,0.0,0.166666667,,,,,,,29.0,7.0,-9.0,0.982837724,0.000609539,0.00183091,0.1,0.1,-0.3,,,,0.666666667,0.166666667,0.666666667,"Seattle, WA",42644,7/15/24 17:39,98148
8/1/17,10/31/17,90,zip code,2,40842,f,Zip Code: 98133,,Washington,WA,Multi-Family (2-4 Unit),4,901352.0,-0.098648,0.222213634,960000.0,0.0,0.443663296,373.1343284,0.0,0.028523418,299.2250072,-0.055809091,0.068545473,3.0,2.0,0.5,1.0,-0.5,,4.0,-0.2,0.0,,,,,,,10.0,-3.0,0.5,0.982516025,-0.059150642,-0.034150642,0.333333333,-0.666666667,-0.166666667,,,,0.0,-1.0,,"Seattle, WA",42644,7/15/24 17:39,98133
