period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated,zipcode
11/1/20,1/31/21,90,zip code,2,40823,f,Zip Code: 98110,,Washington,WA,Townhouse,13,769000.0,0.292436975,0.380610413,672500.0,0.0,0.213898917,468.902439,0.049711006,0.146086536,430.6798385,0.025058542,0.068970269,7.0,0.4,-0.125,3.0,2.0,2.0,6.0,-0.4,0.5,1.0,-0.8,-0.75,,,,47.0,20.0,-5.0,1.002946663,0.004738495,0.012808912,0.285714286,-0.114285714,0.285714286,,,,0.333333333,-0.666666667,-0.666666667,"Bremerton, WA",14740,7/15/24 17:39,98110
5/1/21,7/31/21,90,zip code,2,40825,f,Zip Code: 98112,,Washington,WA,Townhouse,13,850000.0,0.001177856,-0.08749329,835000.0,0.04505632,-0.029069767,655.8441558,0.003988756,0.134005751,633.0357143,-0.03927521,0.064314432,43.0,0.0,1.6875,9.0,-0.307692308,0.5,37.0,-0.097560976,0.37037037,6.0,0.2,-0.5,,,,7.0,-1.0,-14.0,1.016783156,0.004810698,0.023998419,0.325581395,0.0,0.075581395,,,,0.888888889,0.196581197,0.388888889,"Seattle, WA",42644,7/15/24 17:39,98112
9/1/12,11/30/12,90,zip code,2,40848,f,Zip Code: 98144,,Washington,WA,Townhouse,13,340000.0,0.072555205,0.041347626,339925.0,0.001399322,0.001325576,228.1879195,0.03144858,-0.059290934,255.0831194,0.044876558,0.070585189,13.0,-0.1875,-0.315789474,4.0,1.0,-0.555555556,16.0,-0.111111111,-0.428571429,12.0,-0.076923077,-0.076923077,,,,37.0,9.0,25.0,0.985054428,-0.007409729,0.026409298,0.076923077,0.014423077,-0.08097166,,,,0.25,0.25,-0.305555556,"Seattle, WA",42644,7/15/24 17:39,98144
9/1/18,11/30/18,90,zip code,2,40822,f,Zip Code: 98109,,Washington,WA,Single Family Residential,6,1222500.0,0.039319872,0.082816652,1190000.0,0.021459227,0.203844208,526.983781,0.01119202,0.114738733,542.5531915,0.017576318,0.142013835,22.0,-0.153846154,0.375,6.0,-0.5,0.0,33.0,-0.214285714,0.32,14.0,-0.222222222,1.0,,,,11.0,2.0,3.0,0.989722203,-0.010525776,-0.053225264,0.318181818,0.01048951,-0.369318182,,,,0.166666667,-0.25,-0.166666667,"Seattle, WA",42644,7/15/24 17:39,98109
7/1/23,9/30/23,90,zip code,2,40848,f,Zip Code: 98144,,Washington,WA,Single Family Residential,6,799950.0,-0.125737705,-0.132845528,805000.0,0.039380245,-0.103039082,568.1818182,0.026496609,0.045987466,563.5776942,0.003747533,0.054167968,57.0,-0.161764706,0.295454545,21.0,0.235294118,-0.192307692,82.0,0.108108108,0.078947368,42.0,0.35483871,-0.066666667,,,,20.0,3.0,12.0,0.999321698,-0.012640354,-0.008138945,0.228070175,-0.110165119,-0.044657097,,,,0.476190476,0.06442577,0.014652015,"Seattle, WA",42644,7/15/24 17:39,98144
1/1/21,3/31/21,90,zip code,2,40818,f,Zip Code: 98105,,Washington,WA,Multi-Family (2-4 Unit),4,1205000.0,0.095454545,,1050000.0,-0.030023095,,429.1044776,0.226458616,,434.7014925,-0.033801051,,5.0,0.666666667,,1.0,-0.5,,3.0,0.5,,2.0,0.0,,,,,24.0,-96.0,,1.022796821,0.03024561,,0.2,0.2,,,,,1.0,0.5,,"Seattle, WA",42644,7/15/24 17:39,98105
3/1/17,5/31/17,90,zip code,2,40815,f,Zip Code: 98102,,Washington,WA,All Residential,-1,595000.0,-0.151817534,0.133333333,545000.0,-0.009090909,0.092184369,575.8739837,0.043956171,0.124440136,556.9105691,0.004482733,0.113821138,103.0,0.271604938,-0.063636364,43.0,0.023809524,-0.022727273,127.0,0.282828283,-0.059259259,28.0,0.555555556,-0.317073171,,,,7.5,0.5,0.5,1.056820463,-0.00183009,0.012570584,0.54368932,-0.024211914,-0.001765225,,,,0.837209302,0.122923588,0.200845666,"Seattle, WA",42644,7/15/24 17:39,98102
4/1/23,6/30/23,90,zip code,2,40823,f,Zip Code: 98110,,Washington,WA,Condo/Co-op,3,577500.0,0.107064123,-0.200692042,754500.0,0.164351852,0.063424947,642.5801607,0.101460196,0.13676053,585.2743673,0.060379442,0.105491392,12.0,0.0,-0.4,5.0,-0.166666667,-0.444444444,20.0,0.333333333,-0.166666667,13.0,1.166666667,2.25,,,,9.0,-4.0,2.0,0.994902924,0.004202944,-0.095099637,0.416666667,0.166666667,-0.083333333,,,,1.0,0.166666667,0.0,"Bremerton, WA",14740,7/15/24 17:39,98110
7/1/16,9/30/16,90,zip code,2,40823,f,Zip Code: 98110,,Washington,WA,Single Family Residential,6,740000.0,-0.038024049,0.138461538,728000.0,-0.051465798,-0.028037383,303.6155521,0.006507208,0.088728573,287.7138414,-0.005906553,0.020207948,119.0,-0.055555556,0.101851852,35.0,-0.222222222,0.590909091,147.0,-0.192307692,0.256410256,96.0,-0.102803738,0.352112676,,,,12.5,3.5,4.5,0.994123221,-0.007451986,-0.012532081,0.285714286,-0.023809524,-0.149470899,,,,0.457142857,-0.120634921,-0.133766234,"Bremerton, WA",14740,7/15/24 17:39,98110
1/1/14,3/31/14,90,zip code,2,40818,f,Zip Code: 98105,,Washington,WA,Townhouse,13,442500.0,-0.041170098,0.170634921,487500.0,0.095505618,0.393056151,321.807122,-0.049361293,0.062552526,317.7083333,-0.06099537,-0.066415148,8.0,0.333333333,0.6,3.0,-0.4,0.5,8.0,0.142857143,0.142857143,1.0,-0.5,-0.666666667,,,,38.5,1.0,35.5,0.969305341,-0.016633279,-0.025061929,0.0,0.0,-0.4,,,,1.0,0.4,0.0,"Seattle, WA",42644,7/15/24 17:39,98105
2/1/15,4/30/15,90,zip code,2,40822,f,Zip Code: 98109,,Washington,WA,All Residential,-1,418000.0,0.019512195,0.045002613,427250.0,0.042074442,0.068258532,434.2812823,0.076730452,0.225199618,415.3676012,-0.040039322,0.113757615,73.0,0.280701754,-0.215053763,46.0,0.84,0.352941176,110.0,0.375,-0.083333333,37.0,0.233333333,-0.212765957,,,,11.0,-2.0,-1.0,1.008871698,-0.002178316,0.004335315,0.424657534,0.003604903,-0.016202681,,,,0.717391304,0.037391304,0.12915601,"Seattle, WA",42644,7/15/24 17:39,98109
8/1/22,10/31/22,90,zip code,2,40842,f,Zip Code: 98133,,Washington,WA,Townhouse,13,829975.0,-3.01e-05,0.211642336,629000.0,0.0064,-0.049848943,512.1042831,0.014775599,0.147967101,484.4039627,0.041666378,0.068473389,26.0,-0.297297297,-0.527272727,9.0,0.5,-0.470588235,40.0,0.212121212,-0.245283019,44.0,-0.043478261,1.095238095,,,,19.0,1.0,-4.0,0.98642134,-0.007053526,-0.013820251,0.076923077,-0.031185031,-0.086713287,,,,0.111111111,-0.555555556,-0.477124183,"Seattle, WA",42644,7/15/24 17:39,98133
2/1/18,4/30/18,90,zip code,2,40825,f,Zip Code: 98112,,Washington,WA,Condo/Co-op,3,696500.0,0.137050037,0.421428571,665000.0,-0.104346948,0.528735632,759.9535186,0.127535069,0.161199779,707.3170732,-0.042886804,0.189726874,12.0,1.0,-0.076923077,9.0,0.285714286,0.8,19.0,0.583333333,0.461538462,2.0,-0.333333333,-0.333333333,,,,8.0,0.0,0.0,1.041797218,0.00602105,-0.00561191,0.583333333,0.25,0.044871795,,,,0.777777778,-0.079365079,0.177777778,"Seattle, WA",42644,7/15/24 17:39,98112
1/1/23,3/31/23,90,zip code,2,40844,f,Zip Code: 98136,,Washington,WA,Condo/Co-op,3,449000.0,-0.05963663,0.320588235,450000.0,-0.032258065,0.000111123,536.2623762,0.100345747,-0.057846976,535.7142857,0.0,-0.045296167,7.0,0.166666667,0.0,6.0,5.0,2.0,9.0,2.0,0.8,1.0,,0.0,,,,15.0,-31.5,-37.0,1.003013144,0.003386698,-0.020998994,0.285714286,0.119047619,-0.285714286,,,,1.0,0.0,0.0,"Seattle, WA",42644,7/15/24 17:39,98136
5/1/22,7/31/22,90,zip code,2,40837,f,Zip Code: 98126,,Washington,WA,All Residential,-1,760000.0,-0.025516092,0.117647059,709000.0,-0.013908206,0.074242424,500.0,-0.014144272,0.156976174,478.1792213,0.003867862,0.114899147,133.0,-0.014814815,-0.303664921,29.0,-0.452830189,-0.452830189,158.0,-0.01863354,-0.164021164,44.0,0.62962963,0.047619048,,,,6.0,0.0,-1.0,1.039963865,-0.032106261,-0.000144314,0.518796992,-0.110832637,-0.009998819,,,,0.517241379,-0.162003904,-0.237475602,"Seattle, WA",42644,7/15/24 17:39,98126
8/1/20,10/31/20,90,zip code,2,40823,f,Zip Code: 98110,,Washington,WA,Townhouse,13,806500.0,0.311382114,-0.462333333,587000.0,-0.020033389,-0.315651414,476.1005239,0.166725405,-0.196977116,383.8024819,-0.06050401,-0.270652235,10.0,-0.090909091,0.666666667,3.0,-0.25,0.5,12.0,0.333333333,0.0,7.0,0.0,-0.125,,,,100.5,74.5,87.5,0.993680499,-0.007287762,-0.006206298,0.1,-0.081818182,-0.066666667,,,,0.333333333,-0.416666667,-0.166666667,"Bremerton, WA",14740,7/15/24 17:39,98110
11/1/16,1/31/17,90,zip code,2,40820,f,Zip Code: 98107,,Washington,WA,Townhouse,13,703250.0,0.029648609,0.156661184,799990.0,0.081067568,0.198980854,455.6990881,0.003178321,0.074147851,452.9170931,0.021473253,0.093125985,42.0,-0.045454545,0.35483871,12.0,0.0,0.5,41.0,0.138888889,0.366666667,7.0,2.5,-0.125,,,,8.5,1.0,-0.5,1.014639126,-0.008392285,-0.009887715,0.428571429,-0.048701299,0.00921659,,,,1.0,0.333333333,0.5,"Seattle, WA",42644,7/15/24 17:39,98107
7/1/22,9/30/22,90,zip code,2,40825,f,Zip Code: 98112,,Washington,WA,Townhouse,13,885000.0,0.0,0.181575434,899000.0,0.007847534,0.179016393,636.6906475,0.0,-0.037738567,646.6666667,-0.08350053,0.004808825,7.0,0.0,-0.72,4.0,,-0.428571429,11.0,-0.083333333,-0.576923077,9.0,0.285714286,0.0,,,,11.0,-2.0,4.0,0.976378796,0.000835196,-0.0455106,0.0,0.0,-0.4,,,,0.25,,-0.321428571,"Seattle, WA",42644,7/15/24 17:39,98112
4/1/22,6/30/22,90,zip code,2,40851,f,Zip Code: 98148,,Washington,WA,All Residential,-1,680000.0,-0.04628331,0.283018868,575000.0,-0.048643283,0.150057503,379.8598068,0.014307133,0.226475455,393.7007874,0.042491237,0.361031624,32.0,0.142857143,-0.085714286,8.0,-0.111111111,1.0,31.0,-0.138888889,-0.088235294,9.0,-0.1,-0.1,,,,7.0,1.0,1.0,1.046002026,-0.010404486,-0.000729596,0.75,-0.035714286,0.035714286,,,,0.75,-0.027777778,0.0,"Seattle, WA",42644,7/15/24 17:39,98148
9/1/15,11/30/15,90,zip code,2,40830,f,Zip Code: 98117,,Washington,WA,Multi-Family (2-4 Unit),4,450000.0,-0.454545455,-0.459783914,587500.0,-0.189655172,-0.33540724,312.5,0.0,0.068181818,259.8214286,-0.168571429,-0.132169171,1.0,-0.666666667,-0.666666667,1.0,0.0,,2.0,-0.333333333,-0.5,,,,,,,8.0,1.0,-18.0,1.0,-0.047243365,0.006636361,0.0,-0.333333333,-0.333333333,,,,0.0,0.0,,"Seattle, WA",42644,7/15/24 17:39,98117
2/1/17,4/30/17,90,zip code,2,40866,f,Zip Code: 98177,,Washington,WA,Condo/Co-op,3,410000.0,0.064935065,0.205882353,499950.0,0.298571429,-0.065514019,261.620603,0.155207857,0.076635295,310.928392,0.243713568,0.279549383,4.0,3.0,0.333333333,9.0,8.0,8.0,11.0,2.666666667,1.2,1.0,,-0.5,,,,7.0,0.0,1.0,1.017526753,0.017526753,-0.052803927,0.25,0.25,-0.416666667,,,,1.0,0.0,0.0,"Seattle, WA",42644,7/15/24 17:39,98177
2/1/14,4/30/14,90,zip code,2,40830,f,Zip Code: 98117,,Washington,WA,Single Family Residential,6,552250.0,0.067149758,0.197939262,534950.0,-9.35e-05,0.19142539,276.0493141,0.018784048,0.092574127,268.0859553,0.0,0.07069152,108.0,0.069306931,0.090909091,48.0,0.230769231,-0.225806452,132.0,0.118644068,-0.076923077,28.0,0.037037037,-0.034482759,,,,7.0,0.0,0.0,1.038257195,0.008076866,0.016068785,0.611111111,0.066556656,0.055555556,,,,0.75,-0.096153846,-0.008064516,"Seattle, WA",42644,7/15/24 17:39,98117
3/1/23,5/31/23,90,zip code,2,40814,f,Zip Code: 98101,,Washington,WA,Condo/Co-op,3,690500.0,0.096031746,-0.142236025,682450.0,-0.058689655,0.037947557,837.3205742,0.124483148,-0.003310242,816.293964,-0.064157531,-0.039887887,45.0,0.285714286,-0.451219512,16.0,0.333333333,-0.2,70.0,0.09375,-0.406779661,59.0,-0.032786885,-0.180555556,,,,50.0,-6.5,42.5,0.978744333,-0.0017183,-0.020527305,0.177777778,0.034920635,-0.078319783,,,,0.625,0.208333333,0.125,"Seattle, WA",42644,7/15/24 17:39,98101
12/1/16,2/28/17,90,zip code,2,40871,f,Zip Code: 98188,,Washington,WA,Condo/Co-op,3,144750.0,-0.015306122,-0.051752375,133725.0,-0.027454545,-0.070708826,165.5902453,-0.04096882,0.201028044,179.5751511,0.018960714,0.321172457,8.0,0.0,-0.333333333,6.0,0.2,0.5,16.0,0.066666667,0.230769231,6.0,-0.142857143,-0.5,,,,39.5,15.0,25.5,0.988186281,0.000171172,-0.002596951,0.25,0.0,-0.166666667,,,,0.5,-0.1,0.0,"Seattle, WA",42644,7/15/24 17:39,98188
7/1/21,9/30/21,90,zip code,2,40822,f,Zip Code: 98109,,Washington,WA,Condo/Co-op,3,518000.0,-0.040740741,-0.03627907,530000.0,0.014354067,0.006647673,620.0607903,0.031958315,0.040006572,633.4841629,0.020247392,0.026142931,93.0,0.04494382,0.430769231,22.0,-0.352941176,-0.24137931,93.0,-0.105769231,-0.169642857,39.0,0.054054054,-0.426470588,,,,18.0,1.0,-3.0,0.99406161,-0.001853746,0.003387942,0.258064516,-0.011598405,0.119602978,,,,0.454545455,0.101604278,-0.131661442,"Seattle, WA",42644,7/15/24 17:39,98109
9/1/12,11/30/12,90,zip code,2,40876,f,Zip Code: 98198,,Washington,WA,Condo/Co-op,3,99888.0,0.006428212,0.33184,69000.0,-0.224719101,-0.168173599,117.1171171,0.018633267,0.713764397,81.44475921,-0.133970727,-0.158089475,23.0,-0.303030303,-0.148148148,3.0,-0.571428571,-0.666666667,21.0,-0.222222222,-0.432432432,29.0,0.035714286,-0.442307692,,,,46.0,18.0,-46.0,0.975239988,0.002937379,0.059397649,0.173913043,0.022397892,0.136876006,,,,0.333333333,0.333333333,0.222222222,"Seattle, WA",42644,7/15/24 17:39,98198
12/1/18,2/28/19,90,zip code,2,40876,f,Zip Code: 98198,,Washington,WA,Multi-Family (2-4 Unit),4,742375.0,0.0,0.726453488,674953.0,,-6.96e-05,204.6237596,0.0,0.1420861,159.1870283,,-0.144399202,1.0,0.0,0.0,,,,1.0,,0.0,1.0,,,,,,84.0,0.0,10.0,0.957903226,0.0,-0.042096774,0.0,0.0,0.0,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98198
6/1/21,8/31/21,90,zip code,2,40823,f,Zip Code: 98110,,Washington,WA,Single Family Residential,6,1270000.0,0.016,0.288032454,1128000.0,-0.058430718,0.030136986,498.729352,0.012359976,0.277598596,451.8493955,0.001866379,0.074900186,147.0,0.065217391,-0.114457831,48.0,0.066666667,-0.076923077,142.0,-0.034013605,-0.159763314,21.0,-0.045454545,-0.511627907,,,,7.0,0.0,-1.0,1.092524776,-0.011845299,0.088460801,0.68707483,-0.023070098,0.355749529,,,,0.729166667,-0.115277778,0.133012821,"Bremerton, WA",14740,7/15/24 17:39,98110
2/1/24,4/30/24,90,zip code,2,40825,f,Zip Code: 98112,,Washington,WA,All Residential,-1,1875500.0,0.027108434,0.47103808,1570000.0,-0.055070719,0.294845361,745.7978516,0.03726215,0.115600399,714.1964286,-0.029727235,0.06491478,66.0,0.137931034,0.081967213,34.0,0.545454545,0.259259259,101.0,0.2625,-0.009803922,38.0,0.151515152,-0.155555556,,,,6.0,-1.0,-3.0,1.022171393,0.011238084,0.0191176,0.363636364,0.036050157,0.134128167,,,,0.676470588,-0.14171123,0.009803922,"Seattle, WA",42644,7/15/24 17:39,98112
9/1/17,11/30/17,90,zip code,2,40814,f,Zip Code: 98101,,Washington,WA,Condo/Co-op,3,675000.0,-0.02173913,0.106648086,730000.0,-0.115151515,0.106060606,738.9937107,-0.042001637,-0.021983488,778.1629116,-0.010856299,0.026570382,47.0,0.068181818,-0.755208333,21.0,0.105263158,1.1,61.0,-0.102941176,0.196078431,29.0,-0.121212121,1.230769231,,,,7.0,0.0,-18.0,1.033780069,-0.012791,0.031467551,0.531914894,-0.08172147,0.458998227,,,,0.761904762,-0.027568922,0.061904762,"Seattle, WA",42644,7/15/24 17:39,98101
9/1/22,11/30/22,90,zip code,2,40842,f,Zip Code: 98133,,Washington,WA,All Residential,-1,699950.0,-0.104923274,-0.027847222,697425.0,-0.017545219,-0.003607401,458.8796186,-0.02488081,0.034425031,463.7433836,-0.005838959,0.045396487,125.0,-0.137931034,-0.542124542,45.0,-0.0625,-0.415584416,162.0,-0.160621762,-0.310638298,94.0,-0.216666667,2.032258065,,,,19.0,6.5,10.0,0.990575899,-0.003505057,-0.032433465,0.248,0.00662069,-0.173245421,,,,0.2,-0.1125,-0.488311688,"Seattle, WA",42644,7/15/24 17:39,98133
7/1/22,9/30/22,90,zip code,2,40858,f,Zip Code: 98164,,Washington,WA,Condo/Co-op,3,602500.0,-0.043650794,-0.166089965,975000.0,0.340206186,0.418181818,670.8451744,0.034263663,0.121634561,783.7620579,0.108540817,0.083272868,4.0,0.333333333,3.0,1.0,0.0,-0.5,1.0,-0.75,-0.875,,,,,,,23.5,-6.5,-48.5,0.958455433,-0.002106227,-0.031270594,0.0,0.0,0.0,,,,0.0,0.0,-1.0,"Seattle, WA",42644,7/15/24 17:39,98164
3/1/20,5/31/20,90,zip code,2,40841,f,Zip Code: 98132,,Washington,WA,Single Family Residential,6,470000.0,,,480000.0,,,248.6772487,,,265.0301137,,,3.0,,,3.0,,,6.0,,,,,,,,,2.0,,,1.006802721,,,0.333333333,,,,,,1.0,,,"Seattle, WA",42644,7/15/24 17:39,98132
3/1/18,5/31/18,90,zip code,2,40854,f,Zip Code: 98155,,Washington,WA,Townhouse,13,645000.0,-0.034134727,0.414406996,592495.0,-0.229525358,0.632217631,378.4040451,0.001502369,0.235602192,401.3735158,-0.079427047,0.548829567,14.0,0.75,0.4,3.0,0.0,2.0,10.0,0.0,2.333333333,2.0,1.0,1.0,,,,6.0,-0.5,-6.0,1.017171587,0.000403731,-0.047755715,0.214285714,0.089285714,-0.185714286,,,,0.666666667,0.333333333,-0.333333333,"Seattle, WA",42644,7/15/24 17:39,98155
5/1/18,7/31/18,90,zip code,2,40867,f,Zip Code: 98178,,Washington,WA,Townhouse,13,444500.0,-0.19765343,0.610507246,479900.0,-0.044880088,0.882329869,303.7118177,0.067925309,0.721269069,262.8943415,-0.027904481,0.041471994,2.0,-0.6,-0.333333333,,,,3.0,-0.25,2.0,3.0,0.5,,,,,13.0,7.0,9.0,1.025889968,0.009591056,-0.0769848,0.5,0.1,-0.5,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98178
6/1/18,8/31/18,90,zip code,2,40871,f,Zip Code: 98188,,Washington,WA,Condo/Co-op,3,185000.0,0.072463768,0.209150327,183950.0,0.022512507,0.227151434,222.5609756,0.002274471,0.224455068,215.3968717,-0.00917439,0.165057746,19.0,-0.05,-0.40625,7.0,-0.125,-0.363636364,24.0,-0.111111111,-0.466666667,10.0,-0.285714286,-0.375,,,,15.5,7.5,7.0,1.01139133,-0.021137044,-0.001101229,0.526315789,-0.173684211,0.182565789,,,,0.571428571,0.196428571,0.025974026,"Seattle, WA",42644,7/15/24 17:39,98188
11/1/21,1/31/22,90,zip code,2,40829,f,Zip Code: 98116,,Washington,WA,All Residential,-1,817500.0,-0.032515755,0.030570438,900000.0,0.001112347,0.143583227,528.5711514,0.014564732,0.136801377,581.3953488,0.046332461,0.237541528,110.0,-0.166666667,-0.051724138,20.0,-0.285714286,-0.375,87.0,-0.138613861,-0.112244898,22.0,0.466666667,-0.435897436,,,,9.0,0.5,-11.0,1.020426798,-0.000647099,0.021819174,0.372727273,-0.021212121,0.105485893,,,,0.85,0.314285714,0.13125,"Seattle, WA",42644,7/15/24 17:39,98116
10/1/18,12/31/18,90,zip code,2,40867,f,Zip Code: 98178,,Washington,WA,Townhouse,13,198000.0,,,220000.0,,,165.6903766,,,191.1381407,,,1.0,,,2.0,,,3.0,,,3.0,,,,,,96.0,,,0.942857143,,,0.0,,,,,,0.5,,,"Seattle, WA",42644,7/15/24 17:39,98178
7/1/12,9/30/12,90,zip code,2,40834,f,Zip Code: 98122,,Washington,WA,Condo/Co-op,3,260000.0,-0.00952381,0.198156682,249900.0,0.100881057,0.249812453,337.8378378,-0.030807783,0.054489794,355.5476529,0.128092655,0.243052157,31.0,-0.03125,-0.060606061,10.0,-0.285714286,-0.285714286,45.0,0.022727273,0.046511628,29.0,0.16,-0.340909091,,,,14.0,-4.0,-53.0,0.987761952,0.010640227,0.037612931,0.290322581,0.071572581,0.22971652,,,,0.7,0.057142857,0.414285714,"Seattle, WA",42644,7/15/24 17:39,98122
8/1/21,10/31/21,90,zip code,2,40848,f,Zip Code: 98144,,Washington,WA,Single Family Residential,6,905000.0,-0.060716139,0.087087087,799950.0,-0.085771429,0.00062543,518.0746141,0.027898015,0.184855169,505.3333333,0.00534036,0.193613209,72.0,0.028571429,-0.142857143,21.0,-0.25,-0.322580645,79.0,0.025974026,-0.254716981,24.0,0.2,-0.172413793,,,,7.0,0.0,0.0,1.055935512,-0.012226814,0.030596406,0.541666667,-0.086904762,0.041666667,,,,0.80952381,-0.119047619,0.164362519,"Seattle, WA",42644,7/15/24 17:39,98144
8/1/16,10/31/16,90,zip code,2,40831,f,Zip Code: 98118,,Washington,WA,All Residential,-1,474975.0,0.021451613,0.187585948,465000.0,0.005405405,0.162645331,268.3035714,-0.0931266,0.123718487,270.3703704,0.011292936,0.146185502,168.0,0.024390244,0.005988024,61.0,-0.075757576,0.173076923,203.0,-0.101769912,0.109289617,74.0,-0.149425287,-0.051282051,,,,10.0,1.0,-0.5,1.031965286,-0.005371217,0.016484287,0.482142857,-0.054442509,0.074957228,,,,0.540983607,0.010680576,-0.132093317,"Seattle, WA",42644,7/15/24 17:39,98118
12/1/15,2/29/16,90,zip code,2,40861,f,Zip Code: 98168,,Washington,WA,Single Family Residential,6,304000.0,0.009966777,0.388127854,289950.0,-0.030267559,0.094150943,176.7241379,0.065782493,0.26177234,181.8181818,-0.017936302,0.132812836,85.0,0.024096386,0.197183099,22.0,-0.352941176,0.294117647,75.0,0.02739726,0.102941176,29.0,0.0,-0.382978723,,,,25.0,0.0,-22.0,0.996922548,-0.00054698,0.006871146,0.447058824,0.025372077,0.109030655,,,,0.545454545,0.016042781,-0.101604278,"Seattle, WA",42644,7/15/24 17:39,98168
5/1/13,7/31/13,90,zip code,2,40871,f,Zip Code: 98188,,Washington,WA,Townhouse,13,166777.5,0.06227707,,97400.0,0.147232038,,103.9623702,-0.044450214,,88.66085753,-0.034330787,,6.0,1.0,,3.0,0.5,,6.0,0.2,,2.0,-0.5,,,,,88.5,1.5,,0.973657511,-0.003090063,,0.0,0.0,,,,,0.0,-0.5,,"Seattle, WA",42644,7/15/24 17:39,98188
3/1/21,5/31/21,90,zip code,2,40817,f,Zip Code: 98104,,Washington,WA,Condo/Co-op,3,705000.0,0.362318841,0.097318962,709900.0,0.032623123,0.131314741,770.5594002,0.129275639,0.218449161,783.3333333,-0.026731801,0.418666629,20.0,0.111111111,0.666666667,9.0,-0.4,3.5,47.0,-0.06,2.357142857,42.0,-0.045454545,0.35483871,,,,54.5,-19.5,33.0,0.986548853,0.008909237,-0.024997808,0.05,-0.005555556,-0.283333333,,,,0.222222222,-0.377777778,0.222222222,"Seattle, WA",42644,7/15/24 17:39,98104
4/1/16,6/30/16,90,zip code,2,40828,f,Zip Code: 98115,,Washington,WA,Condo/Co-op,3,275000.0,-0.017857143,0.022304833,275000.0,0.1,0.104417671,297.699594,-0.013038403,0.123474086,285.3067047,0.0,0.112696148,39.0,0.258064516,-0.048780488,19.0,0.461538462,-0.05,43.0,0.102564103,-0.218181818,4.0,-0.2,-0.692307692,,,,8.0,0.0,1.0,1.048061947,-0.033378255,0.029203149,0.58974359,-0.11993383,0.175109443,,,,0.842105263,-0.004048583,0.092105263,"Seattle, WA",42644,7/15/24 17:39,98115
8/1/18,10/31/18,90,zip code,2,40837,f,Zip Code: 98126,,Washington,WA,All Residential,-1,599000.0,-0.022000898,0.089090909,587500.0,-0.019198664,0.017756605,375.1677852,-0.007574841,0.040825987,371.8085106,-0.027532078,0.029726438,127.0,-0.092857143,-0.211180124,44.0,0.333333333,-0.169811321,151.0,-0.090361446,0.063380282,97.0,-0.177966102,3.409090909,,,,17.0,4.0,9.0,0.997239571,-0.012847745,-0.043146747,0.204724409,-0.073847019,-0.341859441,,,,0.295454545,-0.037878788,-0.251715266,"Seattle, WA",42644,7/15/24 17:39,98126
11/1/21,1/31/22,90,zip code,2,40828,f,Zip Code: 98115,,Washington,WA,Condo/Co-op,3,460000.0,0.087470449,0.1624234,539000.0,0.247685185,0.587628866,433.3765872,-0.004252838,-0.010866894,452.2727273,0.030176768,0.078091628,30.0,-0.166666667,0.363636364,9.0,0.125,0.125,25.0,-0.074074074,0.136363636,3.0,-0.5,-0.785714286,,,,10.0,-0.5,-14.5,1.023794693,0.014446062,0.029322539,0.366666667,0.088888889,0.23030303,,,,0.666666667,-0.208333333,0.291666667,"Seattle, WA",42644,7/15/24 17:39,98115
2/1/12,4/30/12,90,zip code,2,40840,f,Zip Code: 98131,,Washington,WA,Single Family Residential,6,167500.0,-0.238636364,-0.005934718,229000.0,,0.308571429,91.63407214,-0.262762238,-0.040693465,117.4358974,,0.16516034,2.0,-0.333333333,-0.5,,,,1.0,,-0.909090909,2.0,1.0,-0.8,,,,42.5,-5.5,-34.0,0.970637734,-0.016659573,0.04294067,0.0,-0.333333333,0.0,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98131
2/1/12,4/30/12,90,zip code,2,40828,f,Zip Code: 98115,,Washington,WA,Condo/Co-op,3,139500.0,-0.034602076,-0.322815534,175000.0,0.029714622,-0.142152658,191.5349192,0.072426215,-0.128825045,169.5736434,0.051356589,-0.143976067,18.0,-0.181818182,0.384615385,9.0,3.5,1.25,29.0,0.526315789,-0.064516129,33.0,0.178571429,0.222222222,,,,73.0,-9.0,4.0,0.960823202,0.011335625,0.043176826,0.166666667,0.075757576,0.166666667,,,,0.444444444,-0.055555556,-0.305555556,"Seattle, WA",42644,7/15/24 17:39,98115
